,loan_id,age,education,proof_submitted,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_default
1183,1184,38,1.0,Aadhar,662188,654584,8,7,0,1
1184,1185,44,2.0,Aadhar,708156,848112,0,0,0,0
1185,1186,24,1.0,Aadhar,953232,1306140,0,0,0,0
1186,1187,36,2.0,Aadhar,435300,1137816,0,0,0,0
1187,1188,52,2.0,Aadhar,680188,740864,3,2,0,1
1188,1189,49,2.0,Aadhar,411120,978204,0,0,0,0
1189,1190,24,,Aadhar,789468,1082724,2,2,0,0
1190,1191,45,2.0,Aadhar,796636,782348,5,2,0,1
1191,1192,52,2.0,Aadhar,961804,1121852,7,4,0,1
1192,1193,36,2.0,Aadhar,586188,897384,4,3,0,0
1193,1194,37,2.0,Aadhar,713532,850560,9,6,0,0
1194,1195,22,,Aadhar,621636,1474968,0,0,0,0
1195,1196,27,1.0,Aadhar,636948,925800,0,0,0,0
1196,1197,33,2.0,Aadhar,663108,1010532,0,0,0,0
1197,1198,45,2.0,Aadhar,764964,870000,0,0,0,0
1198,1199,40,1.0,Driving,745636,797684,5,4,0,1
1199,1200,44,2.0,Aadhar,791940,959940,0,0,0,0
1200,1201,31,2.0,Aadhar,863356,866000,3,2,0,1
1201,1202,45,2.0,Aadhar,753756,961392,14,2,0,0
1202,1203,45,1.0,VoterID,395808,809148,0,0,0,0
1203,1204,40,1.0,Aadhar,657108,797580,0,0,0,0
1204,1205,34,2.0,Aadhar,606636,780168,7,4,0,0
1205,1206,38,1.0,Aadhar,799108,742148,3,2,0,1
1206,1207,40,1.0,Aadhar,767356,740000,7,5,0,1
1207,1208,27,2.0,Aadhar,612936,850440,4,3,0,0
1208,1209,37,2.0,Aadhar,602436,735804,5,3,1,0
1209,1210,39,2.0,Aadhar,775108,706616,3,2,0,1
1210,1211,46,1.0,Aadhar,550188,938244,0,0,0,0
1211,1212,44,2.0,Aadhar,796584,918276,0,0,0,0
1212,1213,41,,Aadhar,700936,709448,3,2,0,1
1213,1214,29,,Aadhar,973804,1199600,3,2,0,1
1214,1215,38,1.0,Aadhar,577600,665528,8,6,0,1
1215,1216,45,2.0,Aadhar,651108,769572,5,2,0,0
1216,1217,52,1.0,Aadhar,949804,941000,3,2,0,1
1217,1218,33,2.0,VoterID,1080232,1157072,3,2,0,1
1218,1219,38,2.0,Aadhar,608916,909924,5,0,0,0
1219,1220,41,1.0,Aadhar,947476,902744,6,5,0,1
1220,1221,41,2.0,VoterID,633876,860760,0,0,0,0
1221,1222,37,2.0,Aadhar,743364,849888,3,3,0,0
1222,1223,32,1.0,Aadhar,802156,761600,3,2,0,1
1223,1224,25,1.0,Aadhar,715764,835416,0,0,0,0
1224,1225,52,1.0,Aadhar,792724,765752,5,4,0,1
1225,1226,46,1.0,Aadhar,513808,762536,6,5,0,1
1226,1227,27,2.0,VoterID,853476,1367808,3,3,0,0
1227,1228,48,2.0,VoterID,671508,819720,2,2,0,0
1228,1229,48,1.0,Aadhar,600936,893496,3,2,0,0
1229,1230,50,1.0,Aadhar,940204,975428,3,2,0,1
1230,1231,51,1.0,VoterID,744556,733148,6,5,0,1
1231,1232,26,1.0,VoterID,798912,969804,0,0,0,0
1232,1233,42,2.0,Aadhar,521928,838080,20,8,0,0
1233,1234,24,,Aadhar,616836,1233204,0,0,0,0
1234,1235,45,2.0,Aadhar,502728,752736,6,4,0,0
1235,1236,42,1.0,Aadhar,778584,949800,4,0,0,0
1236,1237,35,2.0,Aadhar,740716,882344,3,2,0,1
1237,1238,27,1.0,Aadhar,696156,838896,2,0,0,0
1238,1239,35,1.0,Aadhar,754956,900000,6,6,0,0
1239,1240,37,2.0,Aadhar,758556,868968,7,2,0,0
1240,1241,33,1.0,Aadhar,612036,843000,3,3,0,0
1241,1242,23,,VoterID,719364,1213560,0,0,0,0
1242,1243,32,1.0,PAN,464088,791100,2,2,0,0
1243,1244,36,2.0,Aadhar,574188,721524,2,0,0,0
1244,1245,37,2.0,Aadhar,992232,1372380,0,0,0,0
1245,1246,27,,Aadhar,641740,658328,3,2,0,1
1246,1247,45,1.0,Aadhar,628588,663896,6,5,0,1
1247,1248,34,2.0,Driving,776028,1007628,0,0,0,0
1248,1249,31,1.0,Aadhar,695236,654992,3,2,0,1
1249,1250,24,,Aadhar,622836,1039284,4,3,0,0
1250,1251,42,2.0,Aadhar,696708,790140,8,4,0,0
1251,1252,43,2.0,Aadhar,745764,857376,0,0,0,0
1252,1253,36,1.0,Aadhar,627336,792000,0,0,0,0
1253,1254,37,1.0,Aadhar,794028,900000,2,2,0,0
1254,1255,25,1.0,VoterID,866604,1226880,0,0,0,0
1255,1256,47,2.0,PAN,769756,725216,3,2,0,1
1256,1257,33,1.0,Aadhar,757108,728000,3,2,0,1
1257,1258,32,1.0,Aadhar,630036,773304,0,0,0,0
1258,1259,37,2.0,Aadhar,712936,676832,3,2,0,1
1259,1260,47,1.0,Aadhar,764556,873072,24,6,0,0
1260,1261,29,2.0,Aadhar,705108,984000,4,3,0,0
1261,1262,54,2.0,VoterID,861556,817832,5,4,0,1
1262,1263,39,1.0,Aadhar,501264,710064,0,0,0,0
1263,1264,50,1.0,Aadhar,725556,956808,3,0,0,0
1264,1265,46,1.0,Aadhar,1139440,1320020,3,2,0,1
1265,1266,46,2.0,VoterID,767364,1020000,0,0,0,0
1266,1267,37,1.0,Aadhar,1254280,1464860,16,2,0,1
1267,1268,49,2.0,Aadhar,880548,1205796,5,2,0,0
1268,1269,50,2.0,Aadhar,751108,697148,3,2,0,1
1269,1270,51,1.0,Aadhar,768448,732968,3,2,0,1
1270,1271,28,1.0,Aadhar,449268,858000,0,0,0,0
1271,1272,29,1.0,Driving,790708,737816,3,2,0,1
1272,1273,54,1.0,VoterID,604972,814244,7,5,0,1
1273,1274,49,1.0,VoterID,860200,770600,3,2,0,1
1274,1275,36,1.0,Aadhar,751108,745772,3,2,0,1
1275,1276,30,2.0,Aadhar,576588,1032864,0,0,0,0
1276,1277,42,1.0,Aadhar,472008,806724,5,3,0,0
1277,1278,32,1.0,Aadhar,942432,1320000,12,3,0,0
1278,1279,52,1.0,Aadhar,650548,810848,8,6,0,1
1279,1280,48,1.0,Aadhar,820584,1025172,0,0,0,0
1280,1281,38,1.0,Aadhar,794956,798812,3,2,0,1
1281,1282,28,1.0,Aadhar,597636,1167444,2,2,0,0
1282,1283,37,2.0,Aadhar,784000,728636,3,2,0,1
1283,1284,30,1.0,Aadhar,834556,747212,3,2,0,1
1284,1285,45,2.0,Aadhar,326748,556800,0,0,0,0
1285,1286,28,1.0,Aadhar,814584,1287420,0,0,0,0
1286,1287,25,1.0,Aadhar,650628,856356,5,5,0,0
1287,1288,29,2.0,Aadhar,501808,484400,3,2,0,1
1288,1289,26,2.0,Aadhar,748956,1054956,4,4,0,0
1289,1290,23,,Aadhar,660156,828756,0,0,0,0
1290,1291,38,1.0,VoterID,486208,442880,5,4,0,1
1291,1292,43,1.0,Aadhar,826584,960000,15,5,0,0
1292,1293,46,2.0,Aadhar,808024,723200,11,10,0,1
1293,1294,33,1.0,Aadhar,1068544,1053116,17,5,0,1
1294,1295,41,1.0,Aadhar,655908,751560,3,0,0,0
1295,1296,38,1.0,Aadhar,630636,815784,4,4,0,0
1296,1297,33,2.0,Aadhar,1086660,1527996,0,0,0,0
1297,1298,38,2.0,Aadhar,831876,972000,6,5,0,0
1298,1299,35,2.0,Aadhar,902188,1016552,5,2,0,1
1299,1300,39,2.0,Aadhar,782028,927756,0,0,0,0
1300,1301,39,1.0,Aadhar,801508,824324,5,2,0,1
1301,1302,38,1.0,Aadhar,681756,915480,3,3,0,0
1302,1303,27,2.0,Aadhar,478728,674928,0,0,0,0
1303,1304,39,1.0,VoterID,550548,816000,2,2,0,0
1304,1305,39,1.0,Aadhar,739864,668792,7,5,0,1
1305,1306,36,2.0,Aadhar,795916,963200,3,2,0,1
1306,1307,51,2.0,Aadhar,775156,834584,3,2,0,1
1307,1308,49,1.0,Aadhar,633388,621200,3,2,0,1
1308,1309,48,2.0,Aadhar,669108,886176,3,2,0,0
1309,1310,30,1.0,Aadhar,597156,921912,0,0,0,0
1310,1311,43,2.0,Aadhar,790584,894000,4,3,0,0
1311,1312,48,1.0,Aadhar,571188,814800,5,3,0,0
1312,1313,31,2.0,Aadhar,735496,664448,3,2,0,1
1313,1314,43,2.0,Aadhar,574188,738000,0,0,0,0
1314,1315,42,2.0,Aadhar,743668,773672,7,4,0,1
1315,1316,40,2.0,Aadhar,662188,727520,13,7,0,1
1316,1317,33,1.0,Aadhar,636936,888168,0,0,0,0
1317,1318,52,1.0,VoterID,770956,764888,8,4,0,1
1318,1319,34,2.0,Aadhar,727636,890000,8,4,0,1
1319,1320,31,1.0,Aadhar,843364,760808,8,6,0,1
1320,1321,49,1.0,Aadhar,435228,702000,7,0,0,0
1321,1322,37,1.0,Aadhar,504528,832476,0,0,0,0
1322,1323,37,1.0,Aadhar,731364,880380,0,0,0,0
1323,1324,35,2.0,Aadhar,847836,1451628,4,2,0,0
1324,1325,26,2.0,Aadhar,792384,1351200,0,0,0,0
1325,1326,31,2.0,Aadhar,711960,943560,0,0,0,0
1326,1327,49,2.0,Aadhar,626436,949560,0,0,0,0
1327,1328,28,1.0,Aadhar,702324,921240,0,0,0,0
1328,1329,49,1.0,VoterID,778312,808556,3,2,0,1
1329,1330,34,2.0,Aadhar,822556,772520,11,9,1,1
1330,1331,39,2.0,Aadhar,691636,802400,5,4,0,1
1331,1332,33,1.0,Aadhar,794308,761660,3,2,0,1
1332,1333,46,2.0,Aadhar,457692,816000,3,0,0,0
1333,1334,39,1.0,Aadhar,585636,797004,9,7,0,0
1334,1335,45,2.0,Aadhar,453808,710984,3,2,0,1
1335,1336,29,,Aadhar,778156,700400,3,2,0,1
1336,1337,44,2.0,Aadhar,824676,1078800,0,0,0,0
1337,1338,37,2.0,Aadhar,937804,920000,5,2,0,1
1338,1339,48,1.0,Aadhar,249288,535548,13,4,0,0
1339,1340,37,1.0,Aadhar,643908,849144,0,0,0,0
1340,1341,33,2.0,Aadhar,643668,894060,4,3,0,0
1341,1342,38,2.0,Aadhar,672988,785120,3,2,0,1
1342,1343,40,,Aadhar,792828,1111620,3,0,0,0
1343,1344,32,2.0,Aadhar,538788,822696,7,6,1,0
1344,1345,50,1.0,Aadhar,641740,607952,8,4,0,1
1345,1346,34,2.0,Aadhar,930196,938924,3,2,0,1
1346,1347,37,1.0,Aadhar,557340,787596,0,0,0,0
1347,1348,49,2.0,Aadhar,579888,701988,3,3,0,0
1348,1349,40,1.0,Aadhar,519268,795140,26,12,0,1
1349,1350,30,2.0,Aadhar,758556,1102752,0,0,0,0
1350,1351,28,2.0,Aadhar,713556,907308,3,3,0,0
1351,1352,42,1.0,Aadhar,672156,831840,0,0,0,0
1352,1353,48,2.0,Aadhar,811108,827756,3,2,0,1
1353,1354,47,1.0,Aadhar,436348,604400,6,4,0,1
1354,1355,30,2.0,VoterID,629736,920676,0,0,0,0
1355,1356,32,1.0,Aadhar,440028,864876,0,0,0,0
1356,1357,27,,Aadhar,1069564,1143572,6,4,0,1
1357,1358,53,2.0,Aadhar,691936,728156,5,4,0,1
1358,1359,35,1.0,Aadhar,538908,809208,0,0,0,0
1359,1360,47,1.0,Aadhar,324348,762228,0,0,0,0
1360,1361,45,2.0,Aadhar,583788,811188,8,5,0,0
1361,1362,32,1.0,Aadhar,451668,935208,2,0,0,0
1362,1363,36,2.0,Aadhar,315228,915360,0,0,0,0
1363,1364,44,2.0,Aadhar,734556,937200,5,3,0,0
1364,1365,50,2.0,Aadhar,882400,796412,7,2,0,1
1365,1366,37,2.0,Aadhar,928876,872948,21,5,0,1
1366,1367,38,2.0,Aadhar,811108,731888,5,4,0,1
1367,1368,26,1.0,Aadhar,802584,910320,0,0,0,0
1368,1369,40,2.0,Aadhar,672156,876624,0,0,0,0
1369,1370,36,2.0,Aadhar,773908,713240,8,7,0,1
1370,1371,46,2.0,Aadhar,675108,803100,0,0,0,0
1371,1372,40,2.0,Aadhar,437268,881592,2,2,0,0
1372,1373,42,2.0,Aadhar,434904,573468,3,2,0,0
1373,1374,34,1.0,Aadhar,696156,909624,0,0,0,0
1374,1375,40,2.0,Aadhar,603636,773796,0,0,0,0
1375,1376,36,2.0,Aadhar,376008,919344,2,0,0,0
1376,1377,49,1.0,Aadhar,678156,952920,0,0,0,0
1377,1378,55,2.0,VoterID,691636,719588,3,2,0,1
1378,1379,30,1.0,Aadhar,922984,830000,3,2,0,1
1379,1380,42,2.0,Aadhar,685396,678596,3,2,0,1
1380,1381,29,2.0,Aadhar,627636,923484,2,2,0,0
1381,1382,46,1.0,Aadhar,830476,752912,3,2,0,1
1382,1383,30,2.0,VoterID,767188,1045808,3,2,0,1
1383,1384,28,2.0,Aadhar,389808,920520,0,0,0,0
1384,1385,43,2.0,Aadhar,596728,500912,3,2,0,1
1385,1386,34,2.0,Aadhar,739164,887532,0,0,0,0
1386,1387,35,1.0,Aadhar,770184,946860,5,3,0,0
1387,1388,41,,Aadhar,592188,815700,9,4,0,0
1388,1389,29,1.0,Aadhar,715356,1068036,7,3,0,0
1389,1390,44,2.0,Aadhar,909012,1164000,4,0,0,0
1390,1391,30,2.0,Aadhar,520728,904440,0,0,0,0
1391,1392,39,1.0,Aadhar,937804,997364,3,2,0,1
1392,1393,31,1.0,Aadhar,1046140,1058708,3,2,0,1
1393,1394,32,1.0,Aadhar,608436,836904,6,5,0,0
1394,1395,46,2.0,Aadhar,585772,684860,5,2,0,1
1395,1396,42,2.0,Aadhar,592536,807840,2,2,0,0
1396,1397,30,2.0,Aadhar,786556,752768,5,2,0,1
1397,1398,41,2.0,Aadhar,318640,704000,3,2,0,1
1398,1399,50,2.0,VoterID,584728,720560,7,2,0,1
1399,1400,53,2.0,Aadhar,797356,806096,13,4,0,1
1400,1401,37,1.0,Aadhar,890584,803492,11,5,0,1
1401,1402,31,2.0,Aadhar,693108,880884,2,0,0,0
1402,1403,38,2.0,Aadhar,518932,519776,3,2,0,1
1403,1404,37,1.0,Aadhar,618036,708588,4,3,0,0
1404,1405,27,2.0,Aadhar,660156,840000,0,0,0,0
1405,1406,29,,Aadhar,721636,704000,3,2,0,1
1406,1407,23,,Aadhar,633600,795948,0,0,0,0
1407,1408,42,1.0,Aadhar,720436,692120,3,2,0,1
1408,1409,36,2.0,Aadhar,715636,663920,3,2,0,1
1409,1410,26,2.0,PAN,472608,1259904,0,0,0,0
1410,1411,39,1.0,Aadhar,651636,777840,3,2,0,0
1411,1412,38,2.0,Aadhar,906948,1256580,2,0,0,0
1412,1413,39,2.0,VoterID,706936,817268,3,2,0,1
1413,1414,30,2.0,Aadhar,466728,1248204,0,0,0,0
1414,1415,27,2.0,PAN,677436,1136328,0,0,0,0
1415,1416,44,2.0,Aadhar,1047772,1205600,3,2,0,1
1416,1417,43,1.0,Aadhar,886984,829604,5,4,0,1
1417,1418,33,1.0,Aadhar,557668,656924,3,2,0,1
1418,1419,37,2.0,Aadhar,618000,911088,24,6,0,0
1419,1420,44,1.0,Aadhar,907828,840140,5,4,0,1
1420,1421,26,1.0,Aadhar,680256,817824,0,0,0,0
1421,1422,41,1.0,Aadhar,739936,711860,5,2,0,1
1422,1423,38,2.0,Aadhar,687108,929880,0,0,0,0
1423,1424,47,1.0,Aadhar,811108,770816,3,2,0,1
1424,1425,48,2.0,Aadhar,748956,901368,2,2,0,0
1425,1426,52,2.0,Aadhar,583528,562736,5,4,0,1
1426,1427,33,1.0,Aadhar,435148,692840,3,2,0,1
1427,1428,32,2.0,Aadhar,496728,774600,0,0,0,0
1428,1429,26,2.0,VoterID,984396,1362840,0,0,0,0
1429,1430,51,1.0,Aadhar,799108,737156,3,2,0,1
1430,1431,46,1.0,Aadhar,868356,1138356,2,2,0,0
1431,1432,45,2.0,Aadhar,849364,939920,6,5,0,1
1432,1433,49,2.0,Aadhar,720732,861408,12,7,0,0
1433,1434,35,2.0,Aadhar,538452,747720,13,4,0,0
1434,1435,39,1.0,Aadhar,748936,675236,3,2,0,1
1435,1436,32,1.0,Aadhar,490704,766704,7,3,0,0
1436,1437,42,1.0,Aadhar,790428,894000,0,0,0,0
1437,1438,30,1.0,Aadhar,778156,743204,3,2,0,1
1438,1439,32,1.0,Aadhar,671508,772572,0,0,0,0
1439,1440,34,1.0,VoterID,652900,725288,3,2,0,1
1440,1441,37,2.0,Aadhar,722556,886800,0,0,0,0
1441,1442,44,2.0,VoterID,483808,782192,6,4,0,1
1442,1443,28,2.0,VoterID,636828,842160,0,0,0,0
1443,1444,28,2.0,Aadhar,669756,792336,0,0,0,0
1444,1445,53,1.0,Aadhar,1091032,1052000,10,4,0,1
1445,1446,35,1.0,Aadhar,690708,857316,12,6,0,0
1446,1447,33,2.0,Aadhar,855364,1234760,5,4,0,1
1447,1448,49,2.0,Aadhar,755428,716000,7,5,0,1
1448,1449,39,2.0,Aadhar,738556,738848,3,2,0,1
1449,1450,35,2.0,Aadhar,409668,869664,5,5,0,0
1450,1451,45,2.0,Aadhar,866584,886256,6,5,0,1
1451,1452,47,2.0,Aadhar,547200,768264,2,0,0,0
1452,1453,44,1.0,Aadhar,846364,800000,3,2,0,1
1453,1454,31,2.0,Aadhar,536028,750288,0,0,0,0
1454,1455,50,2.0,Aadhar,608916,857916,0,0,0,0
1455,1456,49,1.0,Aadhar,701364,807276,3,3,0,0
1456,1457,43,1.0,Aadhar,639348,763116,0,0,0,0
1457,1458,35,1.0,Aadhar,784156,790052,5,2,0,1
1458,1459,27,2.0,Aadhar,873804,1216128,0,0,0,0
1459,1460,32,1.0,Aadhar,708564,923400,4,2,0,0
1460,1461,28,1.0,Aadhar,345408,660360,2,0,0,0
1461,1462,34,2.0,Aadhar,649224,918156,0,0,0,0
1462,1463,44,2.0,Aadhar,663108,777672,3,2,0,0
1463,1464,53,1.0,Aadhar,694636,600152,3,2,0,1
1464,1465,24,2.0,Aadhar,881004,1111716,4,2,0,0
1465,1466,30,2.0,Aadhar,711108,889908,10,3,0,0
1466,1467,32,1.0,VoterID,696156,791640,9,4,0,0
1467,1468,29,2.0,Aadhar,1062232,1251080,3,2,0,1
1468,1469,27,1.0,Aadhar,627636,787392,4,3,0,0
1469,1470,35,1.0,Aadhar,865476,1425168,5,2,0,0
1470,1471,35,1.0,Aadhar,572940,897600,9,4,0,0
1471,1472,37,1.0,Aadhar,703636,708344,3,2,0,1
1472,1473,42,2.0,Aadhar,777228,1162512,2,0,0,0
1473,1474,39,1.0,Aadhar,920584,929072,8,4,0,1
1474,1475,48,2.0,Aadhar,696708,894492,2,0,0,0
1475,1476,43,2.0,VoterID,588936,772236,0,0,0,0
1476,1477,46,2.0,Aadhar,654156,854244,8,4,0,0
1477,1478,46,2.0,Aadhar,664000,714632,3,2,0,1
1478,1479,26,1.0,Aadhar,684156,791364,0,0,0,0
1479,1480,34,1.0,Aadhar,695916,1114440,0,0,0,0
1480,1481,34,1.0,Aadhar,834556,747044,6,5,0,1
1481,1482,47,2.0,PAN,553980,832056,0,0,0,0
1482,1483,41,1.0,Aadhar,580188,753768,0,0,0,0
1483,1484,38,2.0,Aadhar,633036,864696,52,8,1,0
1484,1485,26,1.0,Aadhar,1001196,1580844,2,0,0,0
1485,1486,36,1.0,Aadhar,619836,875556,2,2,0,0
1486,1487,32,1.0,Aadhar,859756,983252,3,2,0,1
1487,1488,25,2.0,Aadhar,861804,1189092,0,0,0,0
1488,1489,43,2.0,Aadhar,530988,681600,2,2,0,0
1489,1490,29,1.0,Aadhar,743364,930000,3,0,0,0
1490,1491,25,2.0,Driving,832404,1137720,0,0,0,0
1491,1492,49,2.0,Aadhar,654708,793464,0,0,0,0
1492,1493,34,1.0,Aadhar,669108,817272,2,2,0,0
1493,1494,38,2.0,Aadhar,819364,733904,3,2,0,1
1494,1495,48,2.0,Aadhar,684156,888132,0,0,0,0
1495,1496,30,1.0,Aadhar,802428,941688,0,0,0,0
1496,1497,45,2.0,Aadhar,740268,937872,0,0,0,0
1497,1498,30,1.0,Aadhar,846556,1225760,3,2,0,1
1498,1499,41,2.0,Aadhar,377808,780060,2,0,0,0
1499,1500,38,2.0,Aadhar,603636,789912,9,4,0,0
1500,1501,31,2.0,Aadhar,639636,838464,0,0,0,0
1501,1502,35,1.0,Aadhar,620436,804000,3,2,0,0
1502,1503,50,1.0,Driving,1163212,1267772,3,2,0,1
1503,1504,43,1.0,Aadhar,804556,1124000,6,5,0,1
1504,1505,32,2.0,Aadhar,923524,1083320,5,4,0,1
1505,1506,32,,Aadhar,866584,981476,24,4,0,1
1506,1507,35,2.0,Aadhar,537268,536000,3,2,0,1
1507,1508,44,2.0,Aadhar,556188,786720,5,3,0,0
1508,1509,43,1.0,Aadhar,559236,894588,30,3,0,0
1509,1510,38,2.0,VoterID,472728,880680,2,2,0,0
1510,1511,32,2.0,PAN,742164,912876,10,2,0,0
1511,1512,46,2.0,Aadhar,608728,624968,21,13,1,1
1512,1513,31,1.0,Aadhar,1091032,1301528,6,2,0,1
1513,1514,37,2.0,VoterID,397692,968832,0,0,0,0
1514,1515,33,2.0,VoterID,501808,503912,6,5,0,1
1515,1516,30,1.0,Aadhar,762628,700556,3,2,0,1
1516,1517,34,1.0,Aadhar,760156,692684,3,2,0,1
1517,1518,37,2.0,Aadhar,413268,728784,3,0,0,0
1518,1519,29,2.0,Aadhar,776028,955080,3,3,0,0
1519,1520,37,2.0,Aadhar,639636,832800,3,3,0,0
1520,1521,45,1.0,Aadhar,834556,736400,5,2,0,1
1521,1522,49,2.0,VoterID,869484,1279680,4,3,0,0
1522,1523,54,2.0,PAN,979180,1108568,13,7,0,1
1523,1524,26,2.0,Aadhar,704568,1397856,0,0,0,0
1524,1525,36,2.0,Aadhar,731944,754916,3,2,0,1
1525,1526,37,1.0,Aadhar,441300,810672,2,2,0,0
1526,1527,31,2.0,Aadhar,1039012,1778240,3,2,0,1
1527,1528,26,2.0,Aadhar,693108,822504,0,0,0,0
1528,1529,38,1.0,Aadhar,609636,781200,9,4,0,0
1529,1530,30,2.0,Driving,769108,673700,3,2,0,1
1530,1531,27,,Aadhar,890584,866000,3,2,0,1
1531,1532,39,2.0,Aadhar,1250788,1994528,3,2,0,1
1532,1533,27,2.0,Aadhar,699576,2298576,0,0,0,0
1533,1534,28,1.0,Aadhar,586188,907200,2,2,0,0
1534,1535,34,1.0,Aadhar,886228,856448,13,5,0,1
1535,1536,31,2.0,Aadhar,544188,878220,2,0,0,0
1536,1537,28,1.0,Aadhar,633636,771576,0,0,0,0
1537,1538,51,1.0,Aadhar,798556,731444,6,5,0,1
1538,1539,51,2.0,Aadhar,946876,1000376,14,7,0,1
1539,1540,29,1.0,Aadhar,658308,837360,0,0,0,0
1540,1541,30,1.0,Aadhar,663108,869748,3,3,0,0
1541,1542,33,1.0,Aadhar,1140280,1496084,3,2,0,1
1542,1543,34,2.0,Aadhar,693108,1176648,17,2,0,0
1543,1544,39,1.0,Aadhar,763108,694220,3,2,0,1
1544,1545,42,2.0,Aadhar,1156756,1702124,3,2,0,1
1545,1546,28,1.0,Aadhar,895812,1223712,0,0,0,0
1546,1547,47,,Aadhar,769356,909660,2,0,0,0
1547,1548,47,2.0,Aadhar,612936,939636,2,2,0,0
1548,1549,21,,Aadhar,680520,951072,2,2,0,0
1549,1550,33,2.0,Aadhar,608728,739616,5,2,0,1
1550,1551,40,2.0,Aadhar,1257156,2074788,2,2,0,0
1551,1552,50,2.0,Aadhar,718036,695840,6,5,0,1
1552,1553,37,1.0,Aadhar,574188,853428,0,0,0,0
1553,1554,31,1.0,Aadhar,715636,728516,3,2,0,1
1554,1555,46,2.0,Aadhar,781756,700868,34,9,0,1
1555,1556,33,1.0,Aadhar,758556,928548,0,0,0,0
1556,1557,37,2.0,Aadhar,727636,754580,19,6,0,1
1557,1558,42,1.0,Aadhar,608436,826752,0,0,0,0
1558,1559,41,2.0,Aadhar,490728,813600,0,0,0,0
1559,1560,22,,Aadhar,583788,742044,2,0,0,0
1560,1561,46,2.0,Aadhar,892984,1043456,3,2,0,1
1561,1562,28,1.0,Aadhar,870204,1226484,0,0,0,0
1562,1563,43,1.0,Aadhar,777508,722720,6,4,0,1
1563,1564,38,2.0,Aadhar,1034988,1509360,3,2,0,0
1564,1565,43,1.0,Aadhar,831916,759200,7,2,0,1
1565,1566,28,2.0,Driving,840276,1065108,4,3,0,0
1566,1567,32,2.0,Aadhar,766584,1106400,0,0,0,0
1567,1568,48,1.0,Aadhar,708576,864000,0,0,0,0
1568,1569,45,2.0,Aadhar,714136,746000,6,4,0,1
1569,1570,51,2.0,Aadhar,661000,700640,3,2,0,1
1570,1571,26,1.0,Aadhar,470868,934200,0,0,0,0
1571,1572,24,2.0,Aadhar,532188,945732,0,0,0,0
1572,1573,36,2.0,Aadhar,580188,873864,0,0,0,0
1573,1574,48,1.0,Aadhar,754956,866616,17,8,0,0
1574,1575,35,2.0,Aadhar,660156,958572,0,0,0,0
1575,1576,31,2.0,Aadhar,776692,771572,3,2,0,1
1576,1577,29,1.0,VoterID,646956,832800,0,0,0,0
1577,1578,39,2.0,Aadhar,751636,733808,5,2,0,1
1578,1579,40,2.0,VoterID,603636,756840,4,2,0,0
1579,1580,29,2.0,Aadhar,520728,724680,0,0,0,0
1580,1581,33,1.0,Aadhar,603636,834000,0,0,0,0
1581,1582,24,,Aadhar,873876,1005492,2,0,0,0
1582,1583,43,1.0,Aadhar,693108,783600,0,0,0,0
1583,1584,38,1.0,Aadhar,603636,811560,0,0,0,0
1584,1585,43,1.0,Aadhar,679908,853428,0,0,0,0
1585,1586,30,1.0,Aadhar,982276,1227200,5,4,0,1
1586,1587,34,1.0,Aadhar,620728,575840,3,2,0,1
1587,1588,34,1.0,Aadhar,777688,714800,3,2,0,1
1588,1589,41,2.0,Aadhar,822556,735560,6,5,0,1
1589,1590,26,1.0,Aadhar,538188,740256,0,0,0,0
1590,1591,36,2.0,Aadhar,484728,756816,0,0,0,0
1591,1592,42,1.0,Aadhar,644244,898980,0,0,0,0
1592,1593,38,2.0,Aadhar,846556,843800,5,4,0,1
1593,1594,34,1.0,Aadhar,663108,870000,0,0,0,0
1594,1595,30,1.0,Aadhar,733200,832836,0,0,0,0
1595,1596,37,1.0,Aadhar,650556,798228,0,0,0,0
1596,1597,23,,Aadhar,1175880,1517700,2,2,0,0
1597,1598,40,2.0,Aadhar,532336,737720,3,2,0,1
1598,1599,39,1.0,Aadhar,629736,774720,0,0,0,0
1599,1600,34,2.0,Aadhar,849040,812000,16,10,0,1
1600,1601,46,2.0,Aadhar,536460,723312,2,2,0,0
1601,1602,45,1.0,Aadhar,520728,749640,0,0,0,0
1602,1603,54,2.0,Driving,884584,800000,22,20,1,1
1603,1604,34,2.0,Aadhar,514728,653448,0,0,0,0
1604,1605,31,2.0,PAN,532188,866640,0,0,0,0
1605,1606,50,2.0,Aadhar,407268,533292,0,0,0,0
1606,1607,43,2.0,Aadhar,740116,770000,3,2,0,1
1607,1608,39,1.0,Aadhar,608196,836340,0,0,0,0
1608,1609,34,2.0,Aadhar,565740,881388,0,0,0,0
1609,1610,30,1.0,Aadhar,811108,890000,3,2,0,1
1610,1611,40,1.0,Aadhar,538188,674796,0,0,0,0
1611,1612,35,1.0,Aadhar,442348,718112,3,2,0,1
1612,1613,33,1.0,VoterID,543268,710672,10,4,0,1
1613,1614,40,2.0,Aadhar,882028,797804,8,5,0,1
1614,1615,33,1.0,Aadhar,645108,773916,5,0,0,0
1615,1616,46,1.0,Driving,598260,741456,16,8,0,0
1616,1617,31,2.0,Aadhar,754188,1036776,0,0,0,0
1617,1618,34,1.0,Aadhar,888468,1161408,0,0,0,0
1618,1619,40,1.0,Aadhar,779908,719240,3,2,0,1
